platform,country_code,region,language,category,hashtag,title_keywords,author_handle,sound_type,music_track,week_of_year,duration_sec,views,likes,comments,shares,saves,device_type,upload_hour,genre,trend_duration_days,trend_type,engagement_velocity,dislikes,comment_ratio,share_rate,save_rate,like_dislike_ratio,publish_dayofweek,publish_period,event_season,tags,creator_avg_views,creator_tier,season,publish_date_approx,year_month,title,title_length,has_emoji,avg_watch_time_sec,completion_rate,device_brand,traffic_source,is_weekend,engagement_total,like_rate,dislike_rate,engagement_per_1k,country_name,publish_month,publish_month_name,publish_day,publish_year
Tiktok,IN,Asia,hi,Fitness,#StreetFood,5-Minute Koshari,SaraTV,trending,Cardio loop,29,25,55274,3415,289,383,215,Android,19,Food,6,Short,9212.33,23,0.005228,0.006929,0.00389,142.291667,Sunday,Evening,SummerBreak,"food, fast, street food, recipe",85706.8,Mid,Summer,2025-07-20,2025-07,5-Minute Croissant,18,0,15.8,0.632,Pixel,ForYou,1,4302,0.061783,0.000416,77.83,India,7,July,20,2025
Tiktok,SA,Asia,ar,Comedy,#HiddenGems,Hidden Gems of Istanbul,DrSofia,licensed,Goofy bass,29,33,45657,3468,359,450,239,Android,20,Travel,60,Evergreen,760.95,161,0.007863,0.009856,0.005235,21.407407,Friday,Evening,HolidaySeason,"hidden gems, vlog, food tour, travel",100666.5,Mid,Winter,2025-07-18,2025-07,Street Food Tour — Istanbul 🍔,29,1,26.9,0.815,Huawei,ForYou,1,4516,0.075958,0.003526,98.911,Saudi Arabia,7,July,18,2025
Tiktok,EG,Africa,ar,Art,#Wanderlust,Hidden Gems of Cairo,AvaChannel,licensed,Indie brush,29,35,14593,776,109,55,49,Android,3,Travel,11,Medium,1326.64,33,0.007469,0.003769,0.003358,22.823529,Tuesday,Night,Ramadan,"travel, food tour, guide, vlog, hidden gems",100197.7,Mid,Spring,2025-07-15,2025-07,24 Hours in Dubai 🏖️,20,1,28.0,0.8,Samsung,Following,0,989,0.053176,0.002261,67.772,Egypt,7,July,15,2025
Tiktok,KE,Africa,sw,News,#StreetFood,5-Minute Ramen,SaraChannel,original,Ambient pulse,29,14,21568,1322,144,84,112,iOS,20,Food,5,Short,4313.6,64,0.006677,0.003895,0.005193,20.338462,Wednesday,Evening,Regular,"fast, street food, recipe, kitchen",112406.0,Mid,Spring,2025-07-16,2025-07,5-Minute Ramen 🏖️,17,1,7.4,0.529,Xiaomi,ForYou,0,1662,0.061295,0.002967,77.059,Kenya,7,July,16,2025
Tiktok,CO,South America,es,Fitness,#FYP,Is Croissant worth the hype?,NextVision,trending,HIIT drums,29,62,131585,7770,1039,811,803,iOS,15,Food,3,Short,43861.67,108,0.007896,0.006163,0.006103,71.284404,Sunday,Afternoon,Regular,"recipe, kitchen, street food, food",96474.3,Mid,Spring,2025-07-20,2025-07,Street Koshari Taste Test 💪,27,1,31.1,0.502,Samsung,ForYou,1,10423,0.059049,0.000821,79.211,Colombia,7,July,20,2025
Tiktok,AU,Oceania,en,Pets,#HiddenGems,24 Hours in Paris,NoahOfficial,original,Purr loop,29,29,23693,1788,120,126,158,Web,18,Travel,4,Short,5923.25,37,0.005065,0.005318,0.006669,47.052632,Thursday,Evening,SummerBreak,"food tour, vlog, hidden gems, guide, travel",89534.9,Mid,Summer,2025-07-17,2025-07,Street Food Tour — London 📱,27,1,15.1,0.521,Desktop,Search,0,2192,0.075465,0.001562,92.517,Australia,7,July,17,2025
Tiktok,PH,Asia,tl,Food,#FYP,5-Minute Koshari,JiwooYT,original,Kitchen groove,29,32,14774,666,93,85,73,Web,18,Food,60,Evergreen,246.23,16,0.006295,0.005753,0.004941,39.176471,Monday,Evening,Regular,"fast, food, street food, kitchen",83156.5,Mid,Fall,2025-07-14,2025-07,I tried making Ramen,20,0,17.5,0.547,Desktop,ForYou,0,917,0.045079,0.001083,62.068,Philippines,7,July,14,2025
Tiktok,PL,Europe,pl,Food,#Recipe,I tried making Tacos,FitnessWithLeila,original,Street vibe,29,20,212046,18343,1798,1415,1210,Web,19,Food,6,Short,35341.0,280,0.008479,0.006673,0.005706,65.27758,Friday,Evening,Regular,"kitchen, street food, recipe, fast",138823.0,Mid,Fall,2025-07-18,2025-07,Street Kunafa Taste Test,24,0,16.8,0.84,Desktop,ForYou,1,22766,0.086505,0.00132,107.363,Poland,7,July,18,2025
Youtube,BR,South America,pt,Education,#Travel,Hidden Gems of Tokyo,BeautyByJames,original,Chalkboard beat,29,66,210791,11799,1291,1315,758,iOS,16,Travel,8,Medium,26348.88,1090,0.006125,0.006238,0.003596,10.814849,Friday,Afternoon,SummerBreak,"guide, food tour, travel",73660.3,Mid,Summer,2025-07-18,2025-07,Hidden Gems of Seoul 🍔,22,1,47.1,0.714,Xiaomi,Home,1,15163,0.055975,0.005171,71.934,Brazil,7,July,18,2025
Youtube,PL,Europe,pl,Sports,#FYP,24 Hours in Dubai,NoorChannel,trending,Drumline,29,34,19152,535,74,46,67,Android,9,Travel,5,Short,3830.4,11,0.003864,0.002402,0.003498,44.583333,Sunday,Morning,BackToSchool,"vlog, food tour, hidden gems",81777.9,Mid,Fall,2025-07-20,2025-07,24 Hours in Dubai,17,0,21.0,0.618,iPhone,Search,1,722,0.027934,0.000574,37.698,Poland,7,July,20,2025
Youtube,AU,Oceania,en,News,#HiddenGems,24 Hours in Tokyo,FitnessWithLeila,trending,Neutral piano,29,62,78613,2552,368,335,263,Android,21,Travel,20,Medium,3930.65,121,0.004681,0.004261,0.003346,20.918033,Sunday,Evening,SummerBreak,"travel, guide, vlog, food tour",138823.0,Mid,Summer,2025-07-20,2025-07,24 Hours in London 🎯,20,1,39.2,0.632,Samsung,Suggested,1,3518,0.032463,0.001539,44.751,Australia,7,July,20,2025
Youtube,IT,Europe,it,News,#Wanderlust,Street Food Tour in Seoul,UrbanLabs,trending,Ambient pulse,29,63,139216,2872,375,345,348,Android,20,Travel,21,Medium,6629.33,93,0.002694,0.002478,0.0025,30.553191,Friday,Evening,SummerBreak,"hidden gems, travel, guide, food tour, vlog",101916.4,Mid,Summer,2025-07-18,2025-07,Street Food Tour — Paris,24,0,33.2,0.527,Samsung,Search,1,3940,0.02063,0.000668,28.301,Italy,7,July,18,2025
Youtube,ES,Europe,es,Pets,#Wanderlust,Street Food Tour in New York,DanceWithOlivia,licensed,Bark hop,29,58,589871,18800,1918,1695,4003,Android,9,Travel,4,Short,147467.75,1897,0.003252,0.002874,0.006786,9.905163,Wednesday,Morning,SummerBreak,"hidden gems, vlog, travel, guide, food tour",111373.7,Mid,Summer,2025-07-16,2025-07,24 Hours in Dubai,17,0,25.5,0.44,Samsung,Home,0,26416,0.031871,0.003216,44.783,Spain,7,July,16,2025
Youtube,ES,Europe,es,Tech,#StreetFood,5-Minute Kunafa,MayaOfficial,original,Futurist pad,29,47,13944,372,58,27,64,iOS,18,Food,18,Medium,774.67,54,0.004159,0.001936,0.00459,6.763636,Friday,Evening,SummerBreak,"street food, fast, kitchen, recipe",85683.8,Mid,Summer,2025-07-18,2025-07,I tried making Kunafa,21,0,23.2,0.494,iPhone,Suggested,1,521,0.026678,0.003873,37.364,Spain,7,July,18,2025
Youtube,PL,Europe,pl,Pets,#Travel,Hidden Gems of Tokyo,TechieYuki,licensed,Bark hop,29,31,113660,4896,376,529,1124,iOS,4,Travel,7,Short,16237.14,235,0.003308,0.004654,0.009889,20.745763,Thursday,Night,SummerBreak,"hidden gems, vlog, food tour",112206.3,Mid,Summer,2025-07-17,2025-07,Hidden Gems of Paris,20,0,22.0,0.71,Samsung,Suggested,0,6925,0.043076,0.002068,60.927,Poland,7,July,17,2025
Youtube,BR,South America,pt,Tech,#FYP,Is Kunafa worth the hype?,SofiaYT,trending,Futurist pad,29,46,118913,5297,553,526,871,Android,10,Food,6,Short,19818.83,205,0.00465,0.004423,0.007325,25.713592,Friday,Morning,Regular,"food, fast, street food, kitchen",92655.5,Mid,Winter,2025-07-18,2025-07,5-Minute Koshari,16,0,20.4,0.443,Samsung,Suggested,1,7247,0.044545,0.001724,60.944,Brazil,7,July,18,2025
Youtube,MX,North America,es,Science,#FYP,Hidden Gems of Seoul,StreetMedia,trending,Microscope hum,29,52,27572,2164,214,232,137,iOS,16,Travel,7,Short,3938.86,101,0.007761,0.008414,0.004969,21.215686,Friday,Afternoon,SummerBreak,"guide, hidden gems, travel, food tour",90954.4,Mid,Summer,2025-07-18,2025-07,24 Hours in Paris,17,0,29.1,0.56,iPhone,Suggested,1,2747,0.078485,0.003663,99.63,Mexico,7,July,18,2025
Youtube,ES,Europe,es,Music,#Travel,Hidden Gems of Cairo,TrueStudio,licensed,Arabic pop,29,27,169468,6222,564,539,385,Web,11,Travel,7,Short,24209.71,829,0.003328,0.003181,0.002272,7.496386,Tuesday,Morning,HolidaySeason,"food tour, guide, vlog",95967.2,Mid,Winter,2025-07-15,2025-07,Hidden Gems of Dubai,20,0,18.1,0.67,Desktop,Search,0,7710,0.036715,0.004892,45.495,Spain,7,July,15,2025
Youtube,KE,Africa,sw,Education,#HiddenGems,24 Hours in Paris,Noor,trending,Chalkboard beat,29,72,68073,3989,525,389,629,Android,18,Travel,6,Short,11345.5,117,0.007712,0.005714,0.00924,33.805085,Wednesday,Evening,HolidaySeason,"guide, hidden gems, travel, vlog, food tour",115352.0,Mid,Winter,2025-07-16,2025-07,24 Hours in Dubai 🎵,19,1,51.0,0.708,Pixel,Suggested,0,5532,0.058599,0.001719,81.266,Kenya,7,July,16,2025
Youtube,CN,Asia,zh,Automotive,#Recipe,5-Minute Croissant,Lucas,trending,Turbo whoosh,29,29,261840,3759,593,484,254,Web,23,Food,33,Evergreen,7934.55,527,0.002265,0.001848,0.00097,7.119318,Sunday,Night,Regular,"street food, food, fast, recipe, kitchen",111632.0,Mid,Spring,2025-07-20,2025-07,I tried making Croissant 🎮,26,1,16.7,0.576,Desktop,External,1,5090,0.014356,0.002013,19.439,China,7,July,20,2025
Tiktok,IN,Asia,hi,DIY,#Travel,Hidden Gems of Tokyo,ChannelDiego,licensed,Toolbox clack,29,28,36759,2054,335,287,215,iOS,18,Travel,5,Short,7351.8,29,0.009113,0.007808,0.005849,68.466667,Monday,Evening,SummerBreak,"vlog, travel, food tour, hidden gems",115711.4,Mid,Summer,2025-07-14,2025-07,24 Hours in Tokyo,17,0,14.3,0.511,Samsung,ForYou,0,2891,0.055877,0.000789,78.647,India,7,July,14,2025
Tiktok,MX,North America,es,Food,#Wanderlust,Hidden Gems of Istanbul,MusicByYuki,licensed,Sizzle ASMR,29,11,28264,1675,133,145,102,Android,19,Travel,58,Evergreen,487.31,15,0.004706,0.00513,0.003609,104.6875,Saturday,Evening,Regular,"food tour, guide, hidden gems",104791.2,Mid,Spring,2025-07-19,2025-07,Hidden Gems of Seoul 🎮,22,1,7.2,0.655,Samsung,ForYou,1,2055,0.059263,0.000531,72.707,Mexico,7,July,19,2025
Tiktok,DE,Europe,de,Sports,#FYP,Hidden Gems of Cairo,EmilyYT,original,Stadium chant,29,14,59598,3333,320,385,516,Android,11,Travel,7,Short,8514.0,41,0.005369,0.00646,0.008658,79.357143,Thursday,Morning,Regular,"food tour, travel, hidden gems, vlog, guide",92976.5,Mid,Fall,2025-07-17,2025-07,Hidden Gems of New York 🎵,25,1,11.2,0.8,Oppo,External,0,4554,0.055925,0.000688,76.412,Germany,7,July,17,2025
Tiktok,TR,Europe,tr,Science,#Recipe,I tried making Ramen,OmarTV,licensed,Microscope hum,29,24,16752,1152,137,86,108,Android,13,Food,5,Short,3350.4,56,0.008178,0.005134,0.006447,20.210526,Wednesday,Afternoon,SummerBreak,"fast, kitchen, street food, food, recipe",103129.6,Mid,Summer,2025-07-16,2025-07,I tried making Ramen 🎮,22,1,15.5,0.646,Vivo,ForYou,0,1483,0.068768,0.003343,88.527,Türkiye,7,July,16,2025
Tiktok,AE,Asia,ar,Education,#Travel,Hidden Gems of Dubai,MasterSara,licensed,Soft focus,29,25,61451,4340,394,288,459,Android,18,Travel,14,Medium,4389.36,27,0.006412,0.004687,0.007469,155.0,Friday,Evening,BackToSchool,"guide, travel, food tour, vlog",70246.3,Mid,Fall,2025-07-18,2025-07,Hidden Gems of Paris 🧠,22,1,19.9,0.796,Huawei,ForYou,1,5481,0.070625,0.000439,89.193,United Arab Emirates,7,July,18,2025
Tiktok,RU,Europe,ru,Gaming,#Wanderlust,Street Food Tour in Paris,TravelByFatma,trending,Trap beat,29,21,40353,2816,217,270,425,Android,14,Travel,14,Medium,2882.36,83,0.005378,0.006691,0.010532,33.52381,Thursday,Afternoon,SummerBreak,"vlog, guide, food tour",75610.2,Mid,Summer,2025-07-17,2025-07,Hidden Gems of Paris,20,0,14.1,0.671,iPhone,ForYou,0,3728,0.069784,0.002057,92.385,Russian Federation,7,July,17,2025
Tiktok,BR,South America,pt,Automotive,#Foodie,I tried making Tacos,DailyVlogsLucas,trending,Highway synth,29,31,58637,3220,280,399,303,iOS,18,Food,23,Evergreen,2549.43,160,0.004775,0.006805,0.005167,20.0,Friday,Evening,Regular,"fast, street food, recipe, food",87019.0,Mid,Fall,2025-07-18,2025-07,I tried making Koshari 🍔,24,1,22.7,0.732,Samsung,ForYou,1,4202,0.054914,0.002729,71.661,Brazil,7,July,18,2025
Tiktok,TR,Europe,tr,Gaming,#FYP,Hidden Gems of New York,NoahTV,original,Trap beat,29,23,9831,567,90,66,38,iOS,18,Travel,19,Medium,517.42,27,0.009155,0.006713,0.003865,20.25,Sunday,Evening,SummerBreak,"guide, vlog, hidden gems, food tour, travel",98910.3,Mid,Summer,2025-07-20,2025-07,Street Food Tour — Seoul,24,0,14.9,0.648,iPhone,ForYou,1,761,0.057675,0.002746,77.408,Türkiye,7,July,20,2025
Tiktok,CA,North America,en,Music,#HiddenGems,Street Food Tour in Seoul,JamesOfficial,original,EDM drop,29,24,16995,900,65,92,55,iOS,12,Travel,8,Medium,2124.38,39,0.003825,0.005413,0.003236,22.5,Wednesday,Afternoon,SummerBreak,"vlog, hidden gems, travel, food tour",90998.7,Mid,Summer,2025-07-16,2025-07,24 Hours in Cairo,17,0,16.4,0.683,Samsung,External,0,1112,0.052957,0.002295,65.431,Canada,7,July,16,2025
Tiktok,SA,Asia,ar,Education,#Wanderlust,Hidden Gems of London,BeautyByAyaka,trending,Soft focus,29,62,20435,1780,163,209,113,iOS,20,Travel,4,Short,5108.75,60,0.007977,0.010228,0.00553,29.180328,Monday,Evening,SummerBreak,"vlog, travel, food tour, guide, hidden gems",87019.9,Mid,Summer,2025-07-14,2025-07,Hidden Gems of Tokyo 🍔,22,1,48.4,0.781,Samsung,ForYou,0,2265,0.087105,0.002936,110.839,Saudi Arabia,7,July,14,2025
Tiktok,FR,Europe,fr,Art,#StreetFood,5-Minute Sushi,PrimeLabs,licensed,Paint stroke ASMR,29,25,218629,16073,1595,1474,1870,iOS,17,Food,12,Medium,18219.08,633,0.007295,0.006742,0.008553,25.351735,Friday,Evening,Regular,"street food, fast, kitchen, food, recipe",103134.2,Mid,Spring,2025-07-18,2025-07,5-Minute Ramen ⚽,16,1,15.7,0.628,iPhone,Search,1,21012,0.073517,0.002895,96.108,France,7,July,18,2025
Tiktok,PL,Europe,pl,Education,#Foodie,5-Minute Croissant,TrueLabs,trending,Calm piano,29,54,82323,3607,368,437,412,iOS,18,Food,16,Medium,5145.19,86,0.00447,0.005308,0.005005,41.45977,Friday,Evening,Regular,"fast, kitchen, recipe",98396.5,Mid,Fall,2025-07-18,2025-07,5-Minute Tacos,14,0,29.0,0.537,Oppo,Following,1,4824,0.043815,0.001045,58.598,Poland,7,July,18,2025
Tiktok,AU,Oceania,en,News,#FYP,Hidden Gems of Tokyo,SofiaVlogs,trending,Ambient pulse,29,29,43301,2066,197,158,236,Android,8,Travel,8,Medium,5412.62,92,0.00455,0.003649,0.00545,22.215054,Monday,Morning,Regular,"guide, travel, food tour",97585.7,Mid,Spring,2025-07-14,2025-07,Hidden Gems of New York 🧠,25,1,23.2,0.8,iPhone,Search,0,2657,0.047713,0.002125,61.361,Australia,7,July,14,2025
Tiktok,AU,Oceania,en,Travel,#Wanderlust,Street Food Tour in Paris,LinaYT,trending,Waves & bells,29,46,118175,8469,1077,1006,555,Android,19,Travel,20,Medium,5908.75,44,0.009114,0.008513,0.004696,188.2,Thursday,Evening,SummerBreak,"vlog, food tour, travel",86157.4,Mid,Summer,2025-07-17,2025-07,Hidden Gems of New York 🍔,25,1,27.4,0.596,iPhone,Search,0,11107,0.071665,0.000372,93.988,Australia,7,July,17,2025
Tiktok,ES,Europe,es,Education,#Foodie,5-Minute Kunafa,InsideVision,licensed,Calm piano,29,7,52415,4252,537,444,275,Android,10,Food,19,Medium,2758.68,176,0.010245,0.008471,0.005247,24.022599,Sunday,Morning,Regular,"street food, recipe, kitchen, fast, food",96533.9,Mid,Spring,2025-07-20,2025-07,Street Ramen Taste Test,23,0,4.2,0.6,iPhone,ForYou,1,5508,0.081122,0.003358,105.084,Spain,7,July,20,2025
Tiktok,ZA,Africa,en,Comedy,#Wanderlust,Street Food Tour in Cairo,OfficialAyaka,licensed,Goofy bass,29,26,54961,3783,506,266,361,Android,23,Travel,6,Short,9160.17,102,0.009207,0.00484,0.006568,36.728155,Friday,Night,SummerBreak,"food tour, hidden gems, travel",109856.9,Mid,Summer,2025-07-18,2025-07,24 Hours in Istanbul ✨,22,1,17.7,0.681,iPhone,Search,1,4916,0.068831,0.001856,89.445,South Africa,7,July,18,2025
Tiktok,CA,North America,en,Beauty,#Foodie,I tried making Kunafa,LifeOfDiego,licensed,LoFi makeup beat,29,14,36489,2293,337,250,151,iOS,4,Food,4,Short,9122.25,97,0.009236,0.006851,0.004138,23.397959,Monday,Night,Regular,"street food, food, kitchen",84155.1,Mid,Winter,2025-07-14,2025-07,I tried making Koshari,22,0,7.5,0.536,iPhone,ForYou,0,3031,0.062841,0.002658,83.066,Canada,7,July,14,2025
Youtube,PH,Asia,tl,Beauty,#StreetFood,Is Kunafa worth the hype?,AvaPro,original,LoFi makeup beat,29,28,174929,5647,464,385,342,Web,23,Food,6,Short,29154.83,293,0.002653,0.002201,0.001955,19.207483,Friday,Night,Regular,"food, fast, kitchen, street food, recipe",105585.7,Mid,Spring,2025-07-18,2025-07,I tried making Tacos,20,0,11.8,0.421,Desktop,Suggested,1,6838,0.032282,0.001675,39.09,Philippines,7,July,18,2025
Youtube,AU,Oceania,en,Gaming,#StreetFood,I tried making Sushi,SofiaYT,original,Boss fight theme,29,48,29846,769,109,80,50,Android,15,Food,21,Medium,1421.24,60,0.003652,0.00268,0.001675,12.606557,Saturday,Afternoon,Regular,"kitchen, food, fast, recipe",92655.5,Mid,Winter,2025-07-19,2025-07,5-Minute Tacos,14,0,26.5,0.552,Samsung,Search,1,1008,0.025766,0.00201,33.773,Australia,7,July,19,2025
Youtube,ZA,Africa,en,Beauty,#FYP,Is Croissant worth the hype?,Youssef,trending,LoFi makeup beat,29,33,106383,4332,507,573,437,iOS,22,Food,9,Medium,11820.33,539,0.004766,0.005386,0.004108,8.022222,Wednesday,Evening,Regular,"street food, recipe, fast",118319.2,Mid,Fall,2025-07-16,2025-07,I tried making Croissant,24,0,14.7,0.445,iPhone,Suggested,0,5849,0.040721,0.005067,54.981,South Africa,7,July,16,2025
Youtube,KE,Africa,sw,Comedy,#Recipe,Is Ramen worth the hype?,NextVision,original,Clap beat,29,11,100479,4734,720,526,456,Web,7,Food,4,Short,25119.75,327,0.007166,0.005235,0.004538,14.432927,Tuesday,Morning,Regular,"food, fast, kitchen, street food",96474.3,Mid,Winter,2025-07-15,2025-07,I tried making Ramen 🎯,22,1,7.7,0.7,Desktop,Home,0,6436,0.047114,0.003254,64.053,Kenya,7,July,15,2025
Youtube,RU,Europe,ru,Pets,#StreetFood,5-Minute Sushi,StudyWithYuki,licensed,Cute whistle,29,52,45954,2581,157,169,234,Web,4,Food,7,Short,6564.86,279,0.003416,0.003678,0.005092,9.217857,Saturday,Night,Regular,"kitchen, street food, fast, recipe",90695.0,Mid,Winter,2025-07-19,2025-07,5-Minute Tacos,14,0,37.7,0.725,Desktop,Suggested,1,3141,0.056165,0.006071,68.351,Russian Federation,7,July,19,2025
Youtube,CA,North America,en,Automotive,#Travel,Hidden Gems of Dubai,CookingWithFatma,trending,Turbo whoosh,29,23,204665,4781,686,355,306,Android,17,Travel,5,Short,40933.0,229,0.003352,0.001735,0.001495,20.786957,Sunday,Evening,Regular,"vlog, food tour, guide, hidden gems",132877.7,Mid,Spring,2025-07-20,2025-07,24 Hours in New York,20,0,12.6,0.548,Huawei,Home,1,6128,0.02336,0.001119,29.942,Canada,7,July,20,2025
Youtube,KR,Asia,ko,News,#Foodie,Is Koshari worth the hype?,OfficialYuki,licensed,Ambient pulse,29,25,26699,904,81,66,185,Web,21,Food,45,Evergreen,593.31,61,0.003034,0.002472,0.006929,14.580645,Friday,Evening,Regular,"food, street food, recipe, fast",78146.6,Mid,Spring,2025-07-18,2025-07,5-Minute Kunafa,15,0,12.7,0.508,Desktop,Home,1,1236,0.033859,0.002285,46.294,"Korea, Republic of",7,July,18,2025
Youtube,IN,Asia,hi,Finance,#StreetFood,Is Tacos worth the hype?,AyakaYT,licensed,Clean corporate bed,29,21,44060,1566,233,166,103,iOS,23,Food,30,Evergreen,1468.67,212,0.005288,0.003768,0.002338,7.352113,Tuesday,Night,Regular,"food, kitchen, street food, fast, recipe",89258.4,Mid,Spring,2025-07-15,2025-07,5-Minute Sushi 🧠,16,1,10.9,0.519,Samsung,Home,0,2068,0.035542,0.004812,46.936,India,7,July,15,2025
Youtube,NL,Europe,nl,Fitness,#StreetFood,5-Minute Sushi,NextHub,original,Cardio loop,29,58,16802,473,60,64,72,iOS,20,Food,49,Evergreen,342.9,45,0.003571,0.003809,0.004285,10.282609,Friday,Evening,Regular,"kitchen, recipe, street food",102133.2,Mid,Fall,2025-07-18,2025-07,I tried making Ramen,20,0,40.6,0.7,iPhone,Suggested,1,669,0.028151,0.002678,39.817,Netherlands,7,July,18,2025
Youtube,AU,Oceania,en,Sports,#FYP,Street Food Tour in London,CookingWithLina,original,Stadium chant,29,51,26836,950,141,97,62,Android,23,Travel,21,Medium,1277.9,68,0.005254,0.003615,0.00231,13.768116,Friday,Night,SummerBreak,"travel, guide, food tour",70634.2,Mid,Summer,2025-07-18,2025-07,Street Food Tour — Seoul,24,0,34.2,0.671,Xiaomi,External,1,1250,0.0354,0.002534,46.579,Australia,7,July,18,2025
Tiktok,ID,Asia,id,Finance,#Travel,Hidden Gems of Istanbul,Sara,original,Ticker tick,29,15,32683,1376,110,160,105,iOS,20,Travel,48,Evergreen,680.9,16,0.003366,0.004896,0.003213,80.941176,Saturday,Evening,HolidaySeason,"guide, travel, vlog, hidden gems, food tour",86941.3,Mid,Winter,2025-07-19,2025-07,Street Food Tour — London 🏖️,28,1,12.4,0.827,iPhone,ForYou,1,1751,0.042101,0.00049,53.575,Indonesia,7,July,19,2025
Tiktok,KE,Africa,sw,Education,#Wanderlust,Street Food Tour in New York,DiegoShorts,trending,Chalkboard beat,29,16,124288,6504,809,696,421,iOS,22,Travel,6,Short,20714.67,313,0.006509,0.0056,0.003387,20.713376,Wednesday,Evening,Regular,"travel, guide, food tour, hidden gems, vlog",90412.1,Mid,Fall,2025-07-16,2025-07,24 Hours in Cairo,17,0,11.1,0.694,iPhone,Search,0,8430,0.05233,0.002518,67.826,Kenya,7,July,16,2025
Tiktok,AE,Asia,ar,Lifestyle,#FYP,I tried making Ramen,DailyVlogsLiam,licensed,Chill guitar,29,43,34475,1872,288,223,209,Android,12,Food,26,Evergreen,1325.96,36,0.008354,0.006468,0.006062,50.594595,Wednesday,Afternoon,BackToSchool,"fast, recipe, kitchen, street food, food",105639.6,Mid,Fall,2025-07-16,2025-07,5-Minute Koshari,16,0,25.7,0.598,Samsung,ForYou,0,2592,0.0543,0.001044,75.185,United Arab Emirates,7,July,16,2025
Tiktok,US,North America,en,Automotive,#HiddenGems,24 Hours in Cairo,BeyondHub,trending,Turbo whoosh,29,40,8112,430,61,29,27,Android,20,Travel,26,Evergreen,312.0,10,0.00752,0.003575,0.003328,39.090909,Friday,Evening,SummerBreak,"travel, food tour, hidden gems, guide",108139.9,Mid,Summer,2025-07-18,2025-07,Street Food Tour — Cairo,24,0,28.1,0.702,Samsung,Search,1,547,0.053008,0.001233,67.431,United States,7,July,18,2025
Tiktok,EG,Africa,ar,Gaming,#Travel,Street Food Tour in Seoul,BeautyByNoah,licensed,8bit loop,29,36,110835,12445,1612,1255,1455,iOS,16,Travel,3,Short,36945.0,120,0.014544,0.011323,0.013128,102.85124,Sunday,Afternoon,SummerBreak,"food tour, guide, travel",97568.1,Mid,Summer,2025-07-20,2025-07,Hidden Gems of Seoul,20,0,18.6,0.517,Huawei,ForYou,1,16767,0.112284,0.001083,151.279,Egypt,7,July,20,2025
Tiktok,GB,Europe,en,Fashion,#FYP,Hidden Gems of Dubai,DailyVlogsAhmed,licensed,Aesthetic synth,29,21,328190,24189,2940,1592,1808,iOS,19,Travel,14,Medium,23442.14,603,0.008958,0.004851,0.005509,40.048013,Thursday,Evening,BackToSchool,"travel, food tour, hidden gems",95730.5,Mid,Fall,2025-07-17,2025-07,Street Food Tour — Tokyo 💪,26,1,11.4,0.543,Samsung,ForYou,0,30529,0.073704,0.001837,93.022,United Kingdom,7,July,17,2025
Tiktok,ZA,Africa,en,Tech,#Recipe,Is Ramen worth the hype?,BeautyByYoussef,original,Circuit synth,29,44,58297,3202,427,271,205,iOS,22,Food,12,Medium,4858.08,39,0.007325,0.004649,0.003516,80.05,Monday,Evening,HolidaySeason,"street food, kitchen, fast, recipe, food",103607.3,Mid,Winter,2025-07-14,2025-07,I tried making Ramen 🏖️,23,1,32.2,0.732,iPhone,ForYou,0,4105,0.054926,0.000669,70.415,South Africa,7,July,14,2025
Tiktok,MX,North America,es,Fashion,#StreetFood,I tried making Koshari,EmilyOfficial,licensed,Aesthetic synth,29,45,30068,2216,195,280,374,Android,19,Food,17,Medium,1768.71,37,0.006485,0.009312,0.012438,58.315789,Friday,Evening,Regular,"street food, recipe, kitchen, fast",104979.8,Mid,Winter,2025-07-18,2025-07,Street Kunafa Taste Test 🎵,26,1,37.1,0.824,Samsung,Search,1,3065,0.0737,0.001231,101.936,Mexico,7,July,18,2025
Tiktok,ZA,Africa,en,Fitness,#FYP,Hidden Gems of Paris,ChannelSofia,licensed,HIIT drums,29,75,35748,1939,165,139,368,iOS,17,Travel,7,Short,5106.86,59,0.004616,0.003888,0.010294,32.316667,Friday,Evening,Regular,"vlog, travel, food tour, guide",75277.5,Mid,Spring,2025-07-18,2025-07,Street Food Tour — Tokyo,24,0,43.4,0.579,iPhone,ForYou,1,2611,0.054241,0.00165,73.039,South Africa,7,July,18,2025
Tiktok,IN,Asia,hi,DIY,#Travel,Hidden Gems of London,UrbanHub,trending,Toolbox clack,29,27,5438,288,20,27,28,Android,17,Travel,5,Short,1087.6,7,0.003678,0.004965,0.005149,36.0,Wednesday,Evening,Regular,"vlog, food tour, guide",96609.1,Mid,Spring,2025-07-16,2025-07,Street Food Tour — Dubai,24,0,19.4,0.719,Samsung,Following,0,363,0.052961,0.001287,66.752,India,7,July,16,2025
Tiktok,RU,Europe,ru,Comedy,#HiddenGems,24 Hours in Seoul,UrbanWorks,trending,Quirky jingle,29,36,49603,4798,428,500,301,Android,14,Travel,21,Medium,2362.05,150,0.008629,0.01008,0.006068,31.774834,Friday,Afternoon,HolidaySeason,"food tour, hidden gems, travel, vlog, guide",98301.3,Mid,Winter,2025-07-18,2025-07,Street Food Tour — Seoul,24,0,29.3,0.814,Samsung,Search,1,6027,0.096728,0.003024,121.505,Russian Federation,7,July,18,2025
